, PRECIO , VN , PxQ ,Mayor a 100K
365,2.8,1000,2800,
366,2.78,4882,13571.96,
367,2.78,5000,13900,
368,2.75,8186,22511.5,
369,2.77,4496,12453.92,
370,2.76,104,287.04,
371,2.75,1500,4125,
372,2.75,714,1963.5,
373,2.78,1550,4309,
374,2.78,2000,5560,
375,2.78,1568,4359.04,
376,2.78,904,2513.12,
377,2.75,5000,13750,
378,2.78,2528,7027.84,
379,2.78,1000,2780,
380,2.75,68,187,
381,2.75,11404,31361,
382,2.8,500,1400,
383,2.8,90,252,
384,2.8,3090,8652,
385,2.8,910,2548,
386,2.8,1073,3004.4,
387,2.8,70,196,
388,2.79,1535,4282.65,
389,2.8,1116,3124.8,
390,2.8,743,2080.4,
391,2.85,5000,14250,
392,2.85,19000,54150,
393,2.84,1000,2840,
394,2.85,2075,5913.75,
395,2.84,6300,17892,
396,2.8,908,2542.4,
397,2.8,2233,6252.4,
398,2.8,1057,2959.6,
399,2.8,410,1148,
400,2.95,1200,3540,
401,2.95,2773,8180.35,
402,2.95,2227,6569.65,
403,3,2000,6000,
404,3,500,1500,
405,3,500,1500,
406,3,1972,5916,
407,3,28,84,
408,3,428,1284,
409,3,426,1278,
410,3.05,983,2998.15,
411,3.05,3989,12166.45,
412,3.05,15397,46960.85,
413,3.05,4600,14030,
414,3.05,3,9.15,
415,3.05,997,3040.85,
416,3.05,2997,9140.85,
417,3.05,3,9.15,
418,3.05,409,1247.45,
419,3.05,28,85.4,
420,3.05,4563,13917.15,
421,3.05,437,1332.85,
422,3.05,1563,4767.15,
423,3.05,2563,7817.15,
424,3.05,437,1332.85,
425,3.05,400,1220,
426,3.05,6557,19998.85,
427,3,318,954,
428,3,1682,5046,
429,3,1816,5448,
430,3.05,4000,12200,
431,3.05,2000,6100,
432,3.05,2000,6100,
433,3.05,2000,6100,
434,3.05,2000,6100,
435,3.05,2000,6100,
436,3.05,4500,13725,
437,3.05,1980,6039,
438,3.08,100,308,
439,3.1,1079,3344.9,
440,3.1,2814,8723.4,
441,3.1,1200,3720,
442,3.1,921,2855.1,
443,3.1,1035,3208.5,
444,3.1,5000,15500,
445,3.1,3225,9997.5,
446,3.1,9354,28997.4,
447,3.1,300,930,
448,3.09,1904,5883.36,
449,3.09,45,139.05,
450,3.09,304,939.36,
451,3.09,272,840.48,
452,3.09,68,210.12,
453,3.09,168,519.12,
454,3.1,194,601.4,
455,3.1,5000,15500,
456,3.1,1000,3100,
457,3.1,922,2858.2,
458,3.1,5000,15500,
459,3.1,3078,9541.8,
460,3.1,4078,12641.8,
461,3.18,3000,9540,
462,3.18,69,219.42,
463,3.18,1009,3208.62,
464,3.18,725,2305.5,
465,3.18,2016,6410.88,
466,3.18,4133,13142.94,
467,3.2,8316,26611.2,
468,3.2,5000,16000,
469,3.2,14594,46700.8,
470,3.2,7711,24675.2,
471,3.2,13973,44713.6,
472,3.2,1000,3200,
473,3.3,842,2778.6,
474,3.3,2648,8738.4,
475,3.3,1510,4983,
476,3.3,2745,9058.5,
477,3.3,623,2055.9,
478,3.3,255,841.5,
479,3.3,1500,4950,
480,3.3,1373,4530.9,
481,3.3,1515,4999.5,
482,3.3,454,1498.2,
483,3.3,24989,82463.7,
484,3.3,908,2996.4,
485,3.3,4200,13860,
486,3.3,2724,8989.2,
487,3.3,1000,3300,
488,3.3,973,3210.9,
489,3.3,1299,4286.7,
490,3.3,1815,5989.5,
491,3.34,3000,10020,
492,3.34,597,1993.98,
493,3.34,895,2989.3,
494,3.34,508,1696.72,
495,3.34,842,2812.28,
496,3.31,893,2955.83,
497,3.31,2265,7497.15,
498,3.3,378,1247.4,
499,3.3,1515,4999.5,
500,3.31,107,354.17,
